web-scraper-order,web-scraper-start-url,name,school,image-src,link,link-href
"1668781455-14217","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Inteligencia empresarial
con Tableau","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Inteligencia empresarial
con Tableau…Schools and Partners: FedericaX…Course","https://www.edx.org/course/business-intelligence-con-la-product-suite-di-tableau-es?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=7"
"1668781455-14218","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Global Environment and
Trends in Technological
Innovation","TecdeMonterreyX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Global Environment and
Trends in Technological
Innovation…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/global-environment-and-trends-in-technological-innovation?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=8"
"1668781455-14219","https://www.edx.org/search?tab=course&subject=Business+%26+Management","M&A: Concepts and
Theories","NYIF","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","M&A: Concepts and
Theories…Schools and Partners: NYIF…Course","https://www.edx.org/course/ma-concepts-and-theories?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=9"
"1668781455-14220","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Marketing Essentials
Final Exam","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Marketing Essentials
Final Exam…Schools and Partners: DoaneX…Course","https://www.edx.org/course/marketing-essentials-final-exam?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=10"
"1668781455-14221","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Certified Lifestyle
Medicine Executive
Comprehensive Exam","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Certified Lifestyle
Medicine Executive
Comprehensive Exam…Schools and Partners: DoaneX…Course","https://www.edx.org/course/certified-lifestyle-medicine-executive-comprehensi?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=11"
"1668781455-14222","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Entrepreneurship and
Small Business Creation","StanfordOnline","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Entrepreneurship and
Small Business Creation…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/entrepreneurship-and-small-business-creation?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=12"
"1668781455-14223","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Automóviles eléctricos:
Negocios","DelftX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Automóviles eléctricos:
Negocios…Schools and Partners: DelftX…Course","https://www.edx.org/course/automoviles-electricos-negocios?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=13"
"1668781455-14224","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Social Entrepreneurship –
von der Idee zur
Umsetzung","seakademieX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Social Entrepreneurship –
von der Idee zur
Umsetzung…Schools and Partners: seakademieX…Course","https://www.edx.org/course/social-entrepreneurship?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=14"
"1668781455-14225","https://www.edx.org/search?tab=course&subject=Business+%26+Management","«Умные города» в Новой
Зеландии","UCx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","«Умные города» в Новой
Зеландии…Schools and Partners: UCx…Course","https://www.edx.org/course/umnye-goroda-v-novoi-zelandii?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=15"
"1668781455-14226","https://www.edx.org/search?tab=course&subject=Business+%26+Management","SDG: Moving Towards
Sustainable Work","UC3Mx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","SDG: Moving Towards
Sustainable Work…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/sdg-moving-towards-sustainable-work?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=16"
"1668781455-14227","https://www.edx.org/search?tab=course&subject=Business+%26+Management","La gestion de l'UX","HECMontrealX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","La gestion de l'UX…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/la-gestion-de-projet-ux?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=17"
"1668781455-14228","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Executing Breakthrough
Innovations with the
Three Box Solution","DartmouthX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Executing Breakthrough
Innovations with the
Three Box Solution…Schools and Partners: DartmouthX…Course","https://www.edx.org/course/executing-breakthrough-innovations-with-the-three?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=18"
"1668781455-14229","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Intro Course: Data
Storytelling","edX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Intro Course: Data
Storytelling…Schools and Partners: edX…Course","https://www.edx.org/course/intro-course-data-storytelling?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=19"
"1668781455-14230","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Crisis Response
Management","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Crisis Response
Management…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/crisis-response-management?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=20"
"1668781455-14231","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Ethical Decision-Making:
Labor and Production
Dilemmas","GeorgetownX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Ethical Decision-Making:
Labor and Production
Dilemmas…Schools and Partners: GeorgetownX…Course","https://www.edx.org/course/ethical-decision-making-labor-and-production-dilemmas?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=21"
"1668781455-14232","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Sustainable Agribusiness
Comprehensive Exam","DoaneX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sustainable Agribusiness
Comprehensive Exam…Schools and Partners: DoaneX…Course","https://www.edx.org/course/sustainable-agribusiness-comprehensive-exam?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=22"
"1668781455-14233","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Capstone Business and
Operations for a Circular
Bio-Economy","WageningenX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Capstone Business and
Operations for a Circular
Bio-Economy…Schools and Partners: WageningenX…Course","https://www.edx.org/course/capstone-business-and-operations-for-a-circular-ec?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=23"
"1668781455-14234","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Evolution of Business and
Market","IIMBx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Evolution of Business and
Market…Schools and Partners: IIMBx…Course","https://www.edx.org/course/evolution-of-business-and-market?index=product_value_experiment_a&queryID=2ece97c95f40272a9da38689fa1c53eb&position=24"
"1668781455-14235","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Pensamento crítico:
tomada de decisões
fundamentadas","TecdeMonterreyX","https://prod-discovery.edx-cdn.org/media/course/image/0065a670-7b48-4d7f-af6d-af3a5ed1a0ac-4c7be9cfb35f.jpeg","Pensamento crítico:
tomada de decisões
fundamentadas…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/pensamento-critico-tomada-de-decisoes-fundamentadas?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=1"
"1668781455-14236","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Feedback : A Powerful
Tool for Efficiency and
Effectiveness","State-Bank-of-India","https://prod-discovery.edx-cdn.org/media/course/image/74897c2b-4394-43e3-acee-62f4ff3931f0-2bae866b2a24.jpeg","Feedback : A Powerful
Tool for Efficiency and
Effectiveness…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/feedback-a-powerful-tool-for-efficiency-and-effectiveness?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=2"
"1668781455-14237","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Lean Six Sigma: Green
Belt Certification Project","TUMx","https://prod-discovery.edx-cdn.org/media/course/image/b0490e8d-ddc0-4af1-b9d5-90cc6c7414a4-72dcc172382d.jpeg","Lean Six Sigma: Green
Belt Certification Project…Schools and Partners: TUMx…Course","https://www.edx.org/course/green-belt?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=3"
"1668781455-14238","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Introduzione alla Data
Visualization con Tableau","FedericaX","https://prod-discovery.edx-cdn.org/media/course/image/5d67ec9d-7c4c-4b34-bfa0-a3e3f19c5d07-44d94783c38a.jpeg","Introduzione alla Data
Visualization con Tableau…Schools and Partners: FedericaX…Course","https://www.edx.org/course/data-visualization-con-tableau-1?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=4"
"1668781455-14239","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Automóviles eléctricos:
Política","DelftX","https://prod-discovery.edx-cdn.org/media/course/image/1a214523-e61b-4f25-8c7b-59a75ba24c5c-51cae9b16573.jpeg","Automóviles eléctricos:
Política…Schools and Partners: DelftX…Course","https://www.edx.org/course/automoviles-electricos-politica?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=5"
"1668781455-14240","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Mercadotecnia Sensorial
Experiencial","AnahuacX","https://prod-discovery.edx-cdn.org/media/course/image/8a2e8e64-4745-4931-92af-037da01fb4f4-df7705989bc5.jpeg","Mercadotecnia Sensorial
Experiencial…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/mercadotecnia-sensorial-experiencial?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=6"
"1668781455-14241","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Business Leadership
Capstone Assessment","UQx","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Business Leadership
Capstone Assessment…Schools and Partners: UQx…Course","https://www.edx.org/course/business-leadership-capstone-assessment?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=7"
"1668781455-14242","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Strategie di produzione e
sistemi di logistica","FedericaX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Strategie di produzione e
sistemi di logistica…Schools and Partners: FedericaX…Course","https://www.edx.org/course/strategie-di-produzione-e-sistemi-di-logistica?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=8"
"1668781455-14243","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Sostenibilidad
empresarial e inversión","URosarioX","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Sostenibilidad
empresarial e inversión…Schools and Partners: URosarioX…Course","https://www.edx.org/course/sostenibilidad-empresarial-e-inversion?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=9"
"1668781455-14244","https://www.edx.org/search?tab=course&subject=Business+%26+Management","M&A: Structuring the Deal","NYIF","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","M&A: Structuring the Deal…Schools and Partners: NYIF…Course","https://www.edx.org/course/ma-structuring-the-deal?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=10"
"1668781455-14245","https://www.edx.org/search?tab=course&subject=Business+%26+Management","M&A Concepts and
Theories: Advanced
Topics","NYIF","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","M&A Concepts and
Theories: Advanced
Topics…Schools and Partners: NYIF…Course","https://www.edx.org/course/ma-concepts-and-theories-advanced-topics?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=11"
"1668781455-14246","https://www.edx.org/search?tab=course&subject=Business+%26+Management","LeverAGE - Aging
effectively at Work","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","LeverAGE - Aging
effectively at Work…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/leverage-aging-effectively-at-work?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=12"
"1668781455-14247","https://www.edx.org/search?tab=course&subject=Business+%26+Management","Inspiring Leadership
through Role Models","State-Bank-of-India","/static/default-card-header-dark-dcbaadee952586d8df3e9d58dd4e48a7.png","Inspiring Leadership
through Role Models…Schools and Partners: State-Bank-of-India…Course","https://www.edx.org/course/inspiring-leadership-through-role-models?index=product_value_experiment_a&queryID=463ff2ed4ce8285bbdefd5e14c6ad141&position=13"
