web-scraper-order,web-scraper-start-url,name,description,image-src,link,link-href,rating,review-count
"1668875204-46753","https://www.udacity.com/courses/all?field=school-of-ai","Machine Learning for Trading","Implement machine learning based strategies to make trading decisions using real-world data.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud501_thumbnail.jpg","freeMachine Learning for TradingImplement machine learning based strategies to make trading decisions using real-world data.Skills CoveredPandas, Time Series Analysis, Computational Investing, Algorithmic Trading, Reinforcement Learning for TradingView more +Program Detailsintermediate4 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/machine-learning-for-trading--ud501","null","null"
"1668875204-46754","https://www.udacity.com/courses/all?field=school-of-ai","Machine Learning","In this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud262_thumbnail.jpg","freeMachine LearningIn this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.Skills CoveredSupervised Learning, Unsupervised Learning, Information Theory, Reinforcement Learning, Game TheoryView more +Program Detailsintermediate4 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/machine-learning--ud262","null","null"
"1668875204-46755","https://www.udacity.com/courses/all?field=school-of-ai","Intro to Hadoop and MapReduce","In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud617_thumbnail.jpg","freeIntro to Hadoop and MapReduceIn this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!Skills CoveredBig Data, Hadoop, MapReduceView more +Program Detailsintermediate1 MonthIn collaboration with:ClouderaProgram DetailsIn collaboration with:Cloudera","https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617","null","null"
"1668875204-46756","https://www.udacity.com/courses/all?field=school-of-ai","Real-Time Analytics with Apache Storm","The world is trending in real time! Learn Apache Storm, taught by Twitter, to scalably analyze real-time tweets and drive d3 visualizations. Storm is free, open and fun!","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud381_thumbnail.jpg","freeReal-Time Analytics with Apache StormThe world is trending in real time! Learn Apache Storm, taught by Twitter, to scalably analyze real-time tweets and drive d3 visualizations. Storm is free, open and fun!Skills CoveredData Analysis, Real-time Analytics, Apache StormView more +Program Detailsintermediate2 WeeksIn collaboration with:TwitterProgram DetailsIn collaboration with:Twitter","https://www.udacity.com/course/real-time-analytics-with-apache-storm--ud381","null","null"
"1668875204-46757","https://www.udacity.com/courses/all?field=school-of-ai","A/B Testing","This course will cover the design and analysis of A/B tests, also known as split tests, which are online experiments used to test potential improvements to a website or mobile application.","https://www.udacity.com/www-proxy/contentful/assets/2y9b3o528xhq/4Nac3G9iEUtqh8dcRMu4zt/d2504ec00ce958387f10e37bb1d96fae/A_B-Testing-Thumbnail__1_.png","freeA/B TestingThis course will cover the design and analysis of A/B tests, also known as split tests, which are online experiments used to test potential improvements to a website or mobile application. Skills CoveredA/B tests,  Results Analysis,  Statistical Significance View more +Program Detailsintermediate1 MonthIn collaboration with:GoogleProgram DetailsIn collaboration with:Google","https://www.udacity.com/course/ab-testing--ud257","null","null"
"1668875204-46758","https://www.udacity.com/courses/all?field=school-of-ai","Data Analysis with R","Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud651_thumbnail.jpg","freeData Analysis with RData is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.Skills CoveredR, Exploratory Data Analysis, Data VisualizationView more +Program Detailsintermediate2 MonthsIn collaboration with:FacebookProgram DetailsIn collaboration with:Facebook","https://www.udacity.com/course/data-analysis-with-r--ud651","null","null"
"1668875204-46759","https://www.udacity.com/courses/all?field=school-of-ai","Knowledge-Based AI: Cognitive Systems","The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud409_thumbnail.jpg","freeKnowledge-Based AI: Cognitive SystemsThe twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.Skills CoveredSemantic Networks, Common-Sense Reasoning, Logic & Planning, Analogical Reasoning, Visuospatial ReasoningView more +Program Detailsadvanced7 WeeksIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409","null","null"
"1668875204-46760","https://www.udacity.com/courses/all?field=school-of-ai","Introduction to TensorFlow Lite","Learn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.","https://d20vrrgs8k4bvw.cloudfront.net/images/course-catalog/en-us/catalog-image-ud190.png","freeIntroduction to TensorFlow LiteLearn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.Skills CoveredTensorFlow Lite, Deep Learning Models, Android, iOS, LinuxView more +Program Detailsintermediate2 MonthsIn collaboration with:TensorFlow LiteProgram DetailsIn collaboration with:TensorFlow Lite","https://www.udacity.com/course/intro-to-tensorflow-lite--ud190","null","null"
"1668875204-46761","https://www.udacity.com/courses/all?field=school-of-ai","Introduction to Computer Vision","This course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud810_thumbnail.jpg","freeIntroduction to Computer VisionThis course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.Skills CoveredImage Processing, Stereo Geometry, Feature Detection & Matching, Object Tracking, Classification & RecognitionView more +Program Detailsintermediate4 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/introduction-to-computer-vision--ud810","null","null"
"1668875204-46762","https://www.udacity.com/courses/all?field=school-of-ai","Intro to TensorFlow for Deep Learning","Developed by Google and Udacity, this course teaches a practical approach to deep learning for software developers.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud187_thumbnail.png","freeIntro to TensorFlow for Deep LearningDeveloped by Google and Udacity, this course teaches a practical approach to deep learning for software developers.View more +Program Detailsintermediate2 MonthsIn collaboration with:TensorFlowProgram DetailsIn collaboration with:TensorFlow","https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187","null","null"
"1668875204-46763","https://www.udacity.com/courses/all?field=school-of-ai","Eigenvectors and Eigenvalues","Learn how to calculate eigenvalues and eigenvectors and why they are important for AI applications.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud104_thumbnail.jpg","freeEigenvectors and EigenvaluesLearn how to calculate eigenvalues and eigenvectors and why they are important for AI applications.Skills CoveredLinear Algebra, Eigenvectors, EigenvaluesView more +Program Detailsbeginner1 WeekProgram Details","https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104","null","null"
"1668875204-46764","https://www.udacity.com/courses/all?field=school-of-ai","Intro to Artificial Intelligence","This course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/cs271_thumbnail.jpg","freeIntro to Artificial IntelligenceThis course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.Skills CoveredArtificial Intelligence, Machine Learning, Probability, Logic and Planning, Markov modelsView more +Program Detailsintermediate4 MonthsProgram Details","https://www.udacity.com/course/intro-to-artificial-intelligence--cs271","null","null"
"1668875204-46765","https://www.udacity.com/courses/all?field=school-of-ai","Artificial Intelligence for Robotics","Learn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/cs373_thumbnail.jpg","freeArtificial Intelligence for RoboticsLearn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.Skills CoveredProbabilistic Models, Kalman Filters, Motion Planning, Robot Control, Simultaneous Localization & MappingView more +Program Detailsadvanced2 MonthsIn collaboration with:Georgia Institute of TechnologyProgram DetailsIn collaboration with:Georgia Institute of Technology","https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373","null","null"
"1668875204-46766","https://www.udacity.com/courses/all?field=school-of-ai","Intro to Deep Learning with PyTorch","Learn the basics of deep learning and implement your own deep neural networks with PyTorch","https://d20vrrgs8k4bvw.cloudfront.net/images/courses/thumbnails/ud188_thumbnail.jpg","freeIntro to Deep Learning with PyTorchLearn the basics of deep learning and implement your own deep neural networks with PyTorchSkills CoveredDeep Learning, PyTorch, Neural Networks, CNNs, LSTMs, Style TransferView more +Program Detailsintermediate2 MonthsIn collaboration with:Facebook AIProgram DetailsIn collaboration with:Facebook AI","https://www.udacity.com/course/deep-learning-pytorch--ud188","null","null"
